komentar,sentimen,emosi
Ayooo jangan sia-siakan waktu dan hidupmu di Indonesia! Tingkatkan keterampilan mu dalam bidang pekerjaan atau seni dan kuasailah bahasa Asing agar dirimu memiliki nilai tinggi untuk menemukan kelas pekerjaan. Jangan ragu walaupun usia sudah tidak muda lagi. Nefara,Marah,Lainnya
Mantap ... Semoga mbak Yeni bisa mbantu yg membutuhkan,Positif,Lainnya
Negara mana aja yg penting bisa k,Netral,Lainnya
Pengen kabur ke Jepang 😢,Netral,Sedih
Caranya gmna mba yenny,Netral,Lainnya
Persyaratan nya apa aja ya mbak Yeni,Netral,Lainnya
Mau italia tapi persyaratannya apa ya mbak Yeni,Netral,Lainnya
"Halah ndukkkk,,wws gak payu omongan mu",Netral,Lainnya
mauuuui dong bukkk,Netral,Lainnya
Caranya bagaimana mbak,Netral,Lainnya
"Dibantu mbak , kasihan saudata kita yang jobless🙏",Positif,Lainnya
❤️❤️🙏🙏🙏org terbaik di negeri ini,Positif,Lainnya
"Boleh info detilnya. ,saya tertarik dg Negara Spanyoll",Netral,Lainnya
Lebih baik hujan batu Di Negeri sendiri daripada hujan emas Di Negri orang? 😍😍😍Lebih baik aku majukan daerah sendiri dgn kemampuan yg aku miliki yg tlah dianugerahkan Allah Krn aku cinta Indonesia dan garuda Di dadaku.......Merdeka.Maaf khan aku yach bu,Marah,Lainnya
Saya tidak tahu bahasa mereka saya pergi aja kehutan,Sedih,Lainnya
"Mantap mba Yeni, salut👍❤️",Positif,Lainnya
Sy umur 52 apa masih layak kabur mbak yenny?,Netral,Lainnya
Pengen di indonesia aja bu,Netral,Lainnya
Mau banget..mba Yenny..tp ngga punya modal..😢,Netral,Sedih
"Mba yenny, mohon bantuannya. Saya sudah cape jadi guru yg dituntut terus utk sedekah ilmu",Sedih,Lainnya
Wah keren mbak Yeni bisa tidak kalo buat sya 🙏,Positif,Lainnya
Mmg sungguh SDH sgt capek Bu Yenni. Thanks for info ini. Salam.,Sedih,Lainnya
Jepang bu saya mau.,Netral,Lainnya
Masalahnya kerasan gak tinggal di negara orang.. terutama masalah makanannya.. ya kan..,Netral,Lainnya
Persyaratan nya bg mana sulit tidak..Mba Yenny,Sedih,Lainnya
Bu conny..adakah info beasiswa S3 di Rusia?,Netral,Lainnya
Mba yeni punten..Bukannya di Amerika disana banyak warga aslinya jd homeless😮,Netral,Lainnya
"Bagaimana caranya untuk it, haruskah k Depnaker juga,,,?",Sedih,Lainnya
Ada batasan umur ngga sihh...?,Netral,Lainnya
Mau nyoba..caranya ?,Netral,Lainnya
Spanyol gimana caranya niii😂,Netral,Lainnya
Untuk pensiunan yg pingin kabur ada gak mbak Yeni ? Terlamat ya...😢,Netral,Sedih
"Cuman caranya gak tahu mbakk,kasi tahu dong caranya,kepingin.banget",Netral,Lainnya
Syarat nya gimana Bu?,Netral,Lainnya
Boleh Bu Dewan ke Australia,Netral,Lainnya
🙏❤️SAYA 🙋 MAU TINGGAL DI KANADA 🍁 MOHON BANTU,Positif,Lainnya
gitu aja kok repot,Netral,Lainnya
Kadrun yaman suruh kesana,Netral,Lainnya
Bu mauu❤️❤️❤️,Positif,Lainnya
Italia Bu @yennywahid,Netral,Lainnya
Mungkin ada sponsor visa. Ada yg tahu infonya,Netral,Lainnya
Boleh mb Yeni gmn carangya,Netral,Lainnya
Setuju mvak yeni assalamualaikum tapi ini menyangkut masslzh sekolah hingga ujung dunia satu desa satu kecamatan sehingga mesti ijin imf untuk cetak uang dari pabrik kwrtas pohon sesusi kgadis lihatlah diatasmu jika mau maju gitu mbak sekalian sebelum isrofil datang sudah membzngun palestina dan damai too,Positif,Marah
"kabur2 aja tanya sama prabowo ,kan prabowo pernah kabur ke jordania ,",Netral,Lainnya
Di pikir enak jauh dr kluarga,Netral,Lainnya
Saya minat Bu gimana caranya,Netral,Lainnya
Kalau usia 50 THN masih bisa gak ibu.?hehehe,Netral,Lainnya
Sy sdh kbur sejak 23 thun yg llu mbak ..hongkong indah dan membuatku nyaman😂😂😂😂,Netral,Lainnya
"aku mau spanyol mba @yennywahid 🙏 buka kedai baso prasmanan, Bismillah.😊😍",Positif,Lainnya
"Mau donk kak, gimana caranya??",Netral,Lainnya
Mbak yeni buka agency donk.,Netral,Lainnya
"Saya sebagai Seorang ibu dan cuma punya anak laki satu , Rela berjauhan dengan anak ku demi masa depan Dan kehidupan yg jauh lebih baik. Me Lepas kan anak ku kerja ke Jepang dengan harapan hidup lebih baik utk masa depan nya .",Netral,Lainnya
Mbak Yeny ada batasan umur nggak ?,Netral,Lainnya
"waduuuh, Konoha oh konoha, apa yang harus di ganti ya",Sedih,Lainnya
Sy mau bertani...cocok dimana,Netral,Lainnya
"Wahhhh... Bu... Nanti nasionalisme ibu ditanyain sama Mentri IPK 2, @bahlillahadalia",Netral,Lainnya
Bawa aku sama keluarga ku bu🙏,Positif,Lainnya
"Mbak kemana aja mau asal aman untuk Muslimah 😍, bisa ngajar Tahsin ga ya?",Positif,Lainnya
Ajak kabur aja dlu gimana ? 😂,Netral,Lainnya
Italiano Cucok 😅🤣,Netral,Lainnya
"Terlalu baik mbak yeni, saya jadi berkaca2, ingat Almarhum Gusdur.",Netral,Lainnya
Ak pgen keitalia tp gak bisa BHS inggris😢,Netral,Sedih
Kanada mbak yenii,Netral,Lainnya
Jangan cuman konten doang. Kasih info juga dong gimana caranya,Netral,Lainnya
Caranya gimana dunk pengen nich kabur dari situasi negara yang makin amburadul,Netral,Lainnya
Mbak yenny mohon informasinya yg detail loker di LN,Netral,Lainnya
Mohon ijin syaratnya ap ya teh lalu kita harus ajukan ke mana?,Sedih,Lainnya
Aq mau janda msi bisa g usia 50+,Netral,Lainnya
Caranya gimna?,Netral,Lainnya
caranya gmn ka.biayajya bisa di talangin ga..tooong dong ka dibamtu cariin kerja,Netral,Lainnya
Bagaimana caranya mendapatkan sponsor ya Bu.?,Netral,Lainnya
Gimana caranya mb Yenny kalau mau pindah ke Canada ato Italia??,Netral,Lainnya
"Kalo Brunei ,Malaysia ada ga infonya?",Netral,Lainnya
Mau dong ke Jepang....,Netral,Lainnya
"aku mau Bu , jadi karyawan di restoran",Netral,Lainnya
tidak tahu caranya bu,Netral,Lainnya
Mbak yen ngasih info gini berarti bisa ngebantu kita buat ke negara2 yg di sebutkan dong ya,Netral,Lainnya
Saya ingin ke kanada tapi usia sudah 40 lebih 😢,Netral,Sedih
klu saya mah di indonesia aja jd art jg gajinya jg lumayan ❤ NKRI,Netral,Lainnya
"Mba tidakah terpikirkan membangun industri .pabrik yg banya Indonesia luas lho supaya tenaga kerja Indonesia ngga ke mana""",Netral,Lainnya
Bekerja di ln tidak semudah kabur aja dulu emang tidak butuh biaya puluhan juts,Netral,Lainnya
Gimna ya caranya bisa pindah dan dapat kerja di kanada,Netral,Lainnya
Pengen sih ..cuma gak bisa bahasanya,Netral,Lainnya
Mantaap mbak YENI....👍👍👍,Positif,Lainnya
Saya mau lah kedesa di Jepang ibu Yenny.,Netral,Lainnya
Mohon infonya ibu klo ke Jepang yg subsidi tinggal dirumah pedesaan.. Saya dan suami 3thn bekerja disana tp blm dpt informasi nya utk ini🙏🙏,Positif,Lainnya
Pgn pindah ke jepang kak @yennywahid gmn caranya pgn menetap juga disana tp opsi ke 2 Spanyol/italy oke juga lah kebetulan suami ada basic teknisi juga kak,Netral,Lainnya
Syukur2 bu yennywahid bikinin yayasan pengelola sebagai penggalang penyalurannya 🙏,Positif,Lainnya
Itali aja kali ya..,Netral,Lainnya
Mba yeni....klo kesana ( LN ) berbatas ga umur nya....,Netral,Lainnya
Link ny donk Mba Yenny... Mau sesegera mungkin ngurusnya 😁,Netral,Lainnya
"Sangat manusiawi kalau pemerintah membantu mencarikan kerja du LN, toh devisa aka mengalir ke dalam negeri",Netral,Lainnya
"Saya mau,gimana caranya bu🙏",Positif,Lainnya
"Mau banget,tp enggk bisa gitu aja, uangnya jg gde Lo, mau kabur jauh ke jpang aja, jd tukang kkue aku mau banget",Netral,Lainnya
"Wahh ,,,,Bu Yenny aja mendukung nih.ayolah GASSS KEUN",Positif,Lainnya
Nah gitu dong mba,Netral,Lainnya
Makin senang orang yg ingin merebut indonesia dengan sumber daya alamnya yg melimpah. Gak susah2 untuk merebutnya.,Positif,Lainnya
Mau dong ke Jepang Mba.,Netral,Lainnya
Eropa bund yunani bundaku sayang,Netral,Lainnya
"Kontent yg aneh..?
Anak mantan presiden...?",Netral,Lainnya
nih ada jln kabur dlu ke jepang @riniwarl,Netral,Lainnya
Aku mau mba aku punya skil ada dan mau pindah di Italia mba yenni tapi urus bisa dan lain lain aku mau mereka urus kami berangkat saja mba yenni,Netral,Lainnya
Urus visa mereka mba dll,Netral,Lainnya
Indonesia. akan jadi negara Emas. tetapi Rakyatnya semakin cemas,Takut,Takut
"Terimakasih Mb @yennywahid bisa berinteraksi langsung dengan Mb Yenny Wahid, dulu Bapak Saya salah satu Banser yang pernah dekat dengan Gus Dur sekitar tahun 1990 an. Usul Mb Yenny sangatlah bagus, karena penduduk Indonesia sangat banyak dan sudah saatnya kelilin dunia, Indonesia sudah dipenuhi oleh orang-orang tionghoa, kini saatnya orang Indonesia memenuhi negara-negara yang sudah kosong desa desanya. Saya Yakin dengan pindah negara pastinya tidak akan melupakan negara asalnya Indonesia ❤️",Positif,Lainnya
Keluar zona nyaman... Katanya pengen ke kanada @aguswaluyocool,Netral,Lainnya
"Saya sangat mencintai negara saya.. Namun saya merasa terpuruk dan malah tidak merasa betah di tempat yang seharusnya bisa menjadi ""rumah"". Saya pengen ke Kanada maupun Aussie. Seandainya bisa bantu utk ke negara2tersebut.. 😊🙏",Sedih,Lainnya
Saya mau ke amrik mbak,Netral,Lainnya
Usia 39 Tahun masih bisa ga tuh #kaburajadulu ke USA ?,Netral,Lainnya
Mau dong tolong kasih info ❤️❤️❤️,Positif,Lainnya
Kenapa sampean sendiri ga kabur mbak….tidak semua org punya wawasan luas kabur dlm arti kerja dn punya skil yg bagus di tempat baru kalo org liat vt ini trus ditelen mentah mentah sampai negara tujuan tidak sesuai gimana …,Positif,Lainnya
Keren mba yeni kasih solusi bukan kaleng kaleng,Positif,Lainnya
"Selama kalian belum lernah klr negri kalian aka. Merasakan indo itu ok"" aja...tpi kalo kalian pernah pasti #kaburajadulu 😂😂😂😂😂😂",Netral,Lainnya
"Bu yeni, sy mau ikut kabur aja dulu yg ke jepang atau usa bu",Netral,Lainnya
Konten kurang Mendidik..,Netral,Lainnya
"Bukan cape lagi tapi,jatuuhjj miskiiiiiin mbak Yeny😭😭😭😭😭",Sedih,Sedih
"Bikin warung Madura, warteg, Padang, nasi goreng, martabak, pasti laku",Netral,Lainnya
Mau banget Mba @yennywahid pripun carane?,Netral,Lainnya
"Dulu saya dan suami tujuan yg pertama adl canada,buat visa student sampai 5x d tolak terus,qodarullah malah kami lebih mudah dapat visa USA walaupun visa turis",Netral,Lainnya
semuanya mau emba.❤️❤️❤️❤️,Positif,Lainnya
"Kalo saya mbak jepang , sayangnya saya sdh Tua.",Netral,Lainnya
Tolong informasi/ kemana kita harus mendaftar,Sedih,Lainnya
Kamboja ada ga kamboja😂😂😂😂,Netral,Lainnya
"Kasihan Indonesia, kapan negeriku Maju😭",Netral,Sedih
Malu dong Indonesian keok pejabat Nn mata duitan,Netral,Lainnya
Aku kepingin ke Canada atau Jepang,Netral,Lainnya
Apa mbak Yeni bisa bantu?,Netral,Lainnya
Spill dong bu ke kanada ?,Netral,Lainnya
Yg jls tdk ke IkEnd mbk🏃‍♀️🏃‍♂️🏃‍♂️,Netral,Lainnya
Saya minat Bu ke sepanyol bu,Netral,Lainnya
Saya tertarik Canada dan Jepang,Netral,Lainnya
"Mb yeni 🙏💝🌹hormat sayaaa ,pengen ketemuuuu",Positif,Lainnya
"Ga ada harapan lagi kah di Indonesia? 😢 Ga ada biaya kabur, usia udah pramanula",Netral,Sedih
Interested. Gmn caranya Bu mohon infonya?,Netral,Lainnya
Indonesia Keren.... Jogedin Saja...,Positif,Lainnya
Kesian anak2 muda disini,Netral,Lainnya
Mbak yenny klo umur 44 apa msih bisa kerja di luar negeri,Netral,Lainnya
Waah enak mbak yeni.. Asal mbak bantu kami pindah di negara yg kami inginkan donk❤️😍,Positif,Lainnya
Bu Yeni . Saya minat di Kanada atau Jepang,Netral,Lainnya
Mbak Yenni semoga Faktor Usia tidak di jadikan Tolak Ukur apalagi Para Anak anak Muda Yg Baru Lulus Sekolah Semoga Bisa Terbantu dgn Informasi MBK Yenni.,Netral,Lainnya
Usia 54 th pindah kemanaa yaa??,Netral,Lainnya
Dibantu dong bunda buat kita2 yg minat kerja di luar negeri yg memang memudahkan keberangkatan dan subsidi😍🙏saya minat ke jepang tapi bahasa yg jadi kendala,Positif,Lainnya
Kabuuuur aja dulu 😍😍👏👏,Positif,Lainnya
Keren informasi ny mbak,Positif,Lainnya
Untuk umur berapa mbak,Netral,Lainnya
Jepang sih klo bisa pilih😂😂,Netral,Lainnya
Mau nangis bahagia lihat kemakmuran diluar negeri sedang didalam negeri menangis darah karena susahnya penghidupan,Positif,Sedih
yu mba yeni sama2 yu mangkat bareng kalian kawulo,Netral,Lainnya
Terima kasih i formasinya mbak !!,Netral,Lainnya
Mngkin mbak bantu anak saya,Netral,Lainnya
Berat di modal...uang saku. 😂😂😂,Sedih,Lainnya
Kak Yenny bisa bantu gak buat berangkat kesana,Netral,Lainnya
Sebuah solusi yg menarik ...,Positif,Lainnya
"Yg msh muda banyak ke sempatan, kaya sy yg sdh 53 thn 😍",Positif,Lainnya
BENERAN MBAK YENI GA NYEMPROL,Netral,Lainnya
Sy mau bun ...sekeluarga,Netral,Lainnya
"Kereen semoga NKRI bs damai dan sejahtera utk seluruh rakyatnya, sukses terus mba yenny",Positif,Lainnya
Serius ini...berangkatin aku dong bisa kerja di jepang,Netral,Lainnya
"Canada, blm kesampaian. Meski sdh ada niat entah dr zaman kpn, blm ada kesempatan 😢",Netral,Sedih
Amin semoga ga terperosok jebakan perdagangan orang,Netral,Lainnya
Bagaimana cara daftarnya?,Netral,Lainnya
❤️❤️❤️ aku mau mb,Positif,Lainnya
"Kepingin jadi supir truk di Qatar mbak yeny 🥺pusing supir truk di jakarta gak ada gaji,ngandelin uang jalan pas2an udah macet priuk,anak saya mondok semua butuh pendapatan yg lebih ,,tolong informasinya mbak Yeni🙏🙏🙏",Positif,Lainnya
Jepang mbak...mau dong,Netral,Lainnya
Ketempat aku aja ya..,Netral,Lainnya
Mau ..Mbak Yeni ....ke Amrik 😍,Positif,Lainnya
Gimana caranya saya kepengen anak saya kerja diluar megeri,Netral,Lainnya
🤣🙏 ada-ada aja Ibu Yenni Wahid ini.. Pake acara Kabur aja segala.. emangnya aku Korupsi atau Melakukan Tindak Kriminal atau Tahanan Politik... 🤣🙏 Lagian mau kabur juga belom punya gacoannye buat aku kabur.. 🤣 lucu jadinyre..,Positif,Lainnya
"pengennya ke italia mba yeni, gimana caranya..",Netral,Lainnya
sy mau ke italia @yennywahid,Netral,Lainnya
Wakanda forever mak 🙌🔥😂,Netral,Lainnya
"sy mau mbak usia sdh 52 th, br pensiun dr perusahaan televisi swasta nasional..",Netral,Lainnya
Coba KASIH TAHU REGULASI n CARA APPLY nya mb @yennywahid,Netral,Lainnya
Mohon info lengkap nya Bu ?,Netral,Lainnya
Jerman Bu tapi gimn caranya,Netral,Lainnya
Mau mbak yen,Netral,Lainnya
Bisa bawa keluarga gak bunda,Netral,Lainnya
"@nikmatulrosidah boleh berbagi cerita tentang Canada 🇨🇦 dan hongkong disini, Terimakasih.",Netral,Lainnya
Caranya bagaimana mbak Yeni di Jepang,Netral,Lainnya
Aku mau mb yen tapi gmn caranya?,Netral,Lainnya
Umur 36 s1 apakah masih bisa ya bu?,Netral,Lainnya
"Hatur nuhun ibu,,infona",Netral,Lainnya
"Kalo ke italy, bagaimana caranya, mbak?",Netral,Lainnya
Swiszerland mba😂😂,Netral,Lainnya
Pengen ke Italy 🔥,Netral,Lainnya
"Sy ke jonggol aja ah,buka usaha yang penting dimodalin,lubang usahanya udah ada",Netral,Lainnya
Italia biar tetep bisa nonton bola,Netral,Lainnya
Wah bagus Bun.....nanti anak su coba ....,Positif,Lainnya
Mbak untuk usia 56 apa masih bisa dan ada pekerjaan disana kah.?,Netral,Lainnya
Yeah... Mbak Yeni keren banget pandangannya. Bener kan negara kita gak karu2an,Positif,Lainnya
"Saya mau, tapi bagaimana, berikan petunjuk nya, saya mau kabur ke kanada",Netral,Lainnya
Boleh yang sdh pensiun kyk saya pindah ke spanyol atau Italia,Netral,Lainnya
Saya mau Mbak Yeni Kanada atau Jepang...gimana cara kaburmya,Netral,Lainnya
Keren mbak yenny ❤️❤️,Positif,Lainnya
Caranya gimana?,Netral,Lainnya
"Jangan ngomong aja , pindah klau gitu biar berkurang orang” kaya kalian , orang” yg tdk punya rasa syukur ,kalian sdh hidup berspa puluh tshun hidup di negeri ini , jgn pernah menjelekan negeri ini gara” pilihan politik anda kalah panutan anda tdk menjabat ,,, klau mau pindah pindahlah ingat jgn pernah kembali lagi ,",Positif,Lainnya
Pemikiran mbk bgtu terbuka sama spt bpk mbk almarhum Bpk Gus Dur. Mantap mbk 👍,Positif,Lainnya
Masya Alloh minat dong Canada Italy Gimana Cara nya Mbok Yeni tolong dong Kalou ada linknya,Netral,Lainnya
Makasih mba yenny..semoga anakku mau..tapi dari awalnya gimana caranya mba yenny..mohon info nya,Netral,Lainnya
Canada sepertinya lebih menarik,Positif,Lainnya
Cara nya bagaimana mbak Yeny,Netral,Lainnya
"Siang mba Yeni, mohon ijin sy Abay Garsela ( Kang Obay). Salam kenal,,,🙏🙏",Positif,Lainnya
"Mbak Yeni aku mau pindah dan kerja Di Kanada atau Usa, tolong mbak saya mau dan Beritahu untuk saya mbak bagaimana caranya",Netral,Lainnya
"Terimakasih bu yenny infonya,, perlu dana yg lumayan juga bu☺",Netral,Lainnya
Aus & nz bgm?,Netral,Lainnya
Salam perubahan biar gak begini sikonnya terus menerus negeri kaya raya SDA minyak gas batu bara uranium nikel emas dll tanah yg subur alam indah bagaikan surgawi kekayaan laut berlimpah bnyk ragamnya letak geografis yang strategis yg dilewati jutaan kapal barang tiap tahunx gak mampu sejahtera kan seluruh rakyat Indonesia hanya sebagian kecil saja karena itu perubahan solusi x,Netral,Lainnya
Thengkyuuu mbakyenii untuk ide positipnya....lope...lope...,Netral,Lainnya
Canada enak x ya,Netral,Lainnya
"Jangan-jangan kita dikondisikan supaya tidak betah di negeri sendiri lalu nanti negara kita ditempati, sumberdaya alamnya yang melimpah diambil dan dimanfaatkan orang lain …begitu nggak sih???",Marah,Lainnya
Samba Yeni saya mau dong gimana caranya spy bisa krj di ln & menetap disana jg BLH mba . Mohon bantuan & arahanya,Netral,Lainnya
Cara gmana bu biar bisa tinggal di negara2 tersebut?,Netral,Lainnya
Mau ke Italia tp g bisa bahasanya😅😅😅,Netral,Lainnya
"kalau benar tolong bantu pindah saya,yg tanpa biaya",Netral,Lainnya
Di jepang byk ketjaan dan rumah di tinggal... 😁😁😁😁,Netral,Lainnya
Adiknya bekas pimpinan buzzer kabur kemane mpok?,Netral,Lainnya
Mau kerja di sana,Netral,Lainnya
Mba yeni caranya gmn? Saya sangat tertarik,Netral,Lainnya
Mau dong mbak Yenny.. tapi kami sudah lansia bisa nggak? 😊,Positif,Lainnya
Pengen ke Ital hehe.Mksih infonya Mba Yeni.Syaratnya susah ngga,Sedih,Lainnya
Ada batasan usia gak,Netral,Lainnya
Mbk yeni..kok skrg mendukung kabur aj dulu.,Positif,Lainnya
Untuk yang muda dan usia produktif.kabur aja dulu.karena dinegeri ini susah cari kerja.,Sedih,Lainnya
"Pribumi di Suruh pindah, biar mrka bebas mengeruk SDA Negeri, Anehnya Negeri Ku...",Netral,Lainnya
"Untuk ongkosnya gimana,apa ada biaya yg harus di keluarkan",Sedih,Lainnya
Anakku 28 tahun dah kabur dr bulan feb 2025 ke canada mohon doanya 🙏,Positif,Lainnya
Sepertinya ke Jepang boleh tuh Mbak Yenny 🤗,Positif,Lainnya
Kemana aj deh yg penting bisa pindah... disini udah gerah&geram..,Netral,Marah
"Mb Yeni, saya mau ke Jepang, Australia atau Kanada....mau kabur mb",Netral,Lainnya
Andai usia masih di bawa 30 pasti langsung Gas 😁😁😁😁,Netral,Lainnya
Waow keren 👍 mau ....,Positif,Lainnya
Bagaimana kalau Usia nya sdh diatas 55 tahun tapi siap dan masih kuat utk bekerja. Coba berikan solusi nya mba. Terima kasih. Tetap sehat dan semangat,Positif,Lainnya
"Usia 48 tahun, apa bisa mbak yen",Netral,Lainnya
Mb yeni gimana caranya,Netral,Lainnya
Siap lah mba yeni...,Netral,Lainnya
"Wah, menarik. Jadi tambah pengen kabur seperti dulu. 5 tahun di Washington State. Asyik, udara musim panas seperti Pacet 😍",Positif,Lainnya
Caranya gimana Bu Yeni,Netral,Lainnya
Kami bertahan disini kak.. Mencari cara untuk bisa kesana dan bersaing dengan keahlian yg kita punya... Tapi nya gimanaaaa... Minta arahan nya dong...,Netral,Lainnya
Sangat capek. Sayac mau kabur bu. Saya kemana aj yg bisa hidup layak,Sedih,Lainnya
